SHARE_STATISTIC_ID,UGC_POST_ID,_FIVETRAN_SYNCED
5q/L3xULkmWDNjhOTrc2V/x2k0c=,6982703894049017857,2023-04-04
u8Q3CCAM7KKaLwfCHLC3i4x7ONw=,6940996491855499266,2023-04-04
WqIIOY54UOgu64Rfbtw31MDxfyo=,6919285605940023296,2023-04-04
owGeImeQcuW9xwimrPRI/rIffeY=,6935593930633732096,2023-04-04
KhnKxhkh9l4FKdaJ/ht3YIkJl8s=,6938124341607899136,2023-04-04
yI+DSoLYfogbUWJJK4+nBRUpb2M=,6932389333832278016,2023-04-04
qi8UvJaVQWt6x8YqKxWHjaZEW7k=,6940304533336072193,2023-04-04
kWPf2rm5m4YQ9x6AXrfBJROt6jM=,6932718418953474048,2023-04-04
94pIZy5GYyP2iugQU+lfyvZ73Xc=,6927648079269507072,2023-04-04
6KvHubQNDKJQFFJ+MTg+29T61jw=,6917554789589417984,2023-04-04
ew2VUTECfMja/tqckBeHmaALB3E=,6988846602668957696,2023-04-04
0zwwc5kBh+B5vJNsE8mls4xkKok=,6930233104179564545,2023-04-04
iYrdvVaYXL8V6sWY2juiCp1cvjM=,6983720071126822912,2023-04-04
/qnc7WznW1fO/EE8+ZkwPZJ7ydw=,6978382788299296768,2023-04-04
PwNgFdihsvSNoSTtbGDY0hAvJpE=,6960942660845019136,2023-04-04
0My8Pd+6FbBxaFBx3DcZqcE5kB4=,6986974036505362432,2023-04-04
7jaqH5D6OOxOEKlvNROLaJahK08=,6955854092824969217,2023-04-04
yeNTAYIwapfC5peUg1FRO5X01x8=,6972961725671235584,2023-04-04
1TinmeKgdpEo/4rgsrqcVx6k1qo=,6955144593097068545,2023-04-04
AKziEp0YIDUCmH6LQ54NQZvtKtU=,6924311254312366080,2023-04-04
VwrfN3wqQQPV1d9IrixUMuM1W9w=,6956186425138561025,2023-04-04
6L/UuTCuinBQzYHAKpBO7umuPxI=,7008449174287384577,2023-04-04
eg1LcDdez++XrVefQ7R/LFiWjCM=,6979182739572817920,2023-04-04
+sbgveYTNA3NsFe8EZhKuB3X2Q8=,6942808358697517056,2023-04-04
OkKnEXlWOvgsWQsZ5B9XFn2BiTE=,6942461209229090816,2023-04-04
jVOpZfv1gqqasNWINMnxRYqPYn4=,6958391134041620480,2023-04-04
N4SSJnkBZiRrGoltfs6XRYxI4sQ=,6975427088619110400,2023-04-04
pyLW+tjR9oKAGD+l1OiF1/SSz10=,6967850530467459072,2023-04-04
5ALS5Pkw9G8Q9HUTyONKh5LP2pw=,6919645793926680576,2023-04-04
H25W6RtxdTZEUTn2p+RxMlNA14c=,6987744535598571520,2023-04-04
ZtXR9KbewO561kOHUFp3f4qwxRE=,6977944746035986433,2023-04-04
t3TEOWRx52gfuuMNDrEKw4BYk70=,6975872054365470720,2023-04-04
oFfhL7ZEWP7bWKznnwAB4ZRj2f8=,6976545564553355264,2023-04-04
BLERu5DKcjlvV7sUw0tvwcCa004=,7006626049224577024,2023-04-04
Kux7IXcSnvOuqTBYZThHypu07VQ=,6965291400426926080,2023-04-04
ByGS+/jdsyWIPXXwNn5nWxel9LA=,6935938005169836032,2023-04-04
jmYKQzzFZaefDET844jimeNPHsI=,6998297085557030913,2023-04-04
Dcd6YqR9ml3K/Q0NWtTbxwxOvGA=,6939939451506749440,2023-04-04
ZWCzOnKyDoE1C6B5h6potRPWbqk=,6975140346917777408,2023-04-04
F4kWpk6/d1EssSxOkbjOKHwgflI=,6927316198099480577,2023-04-04
hSc21/jyNyDYBqoe0/mTKohD6rY=,6947926704669552644,2023-04-04
VHgYBa8tJ3Fx8aRqLrGKaQ+JO5c=,6987850041944129536,2023-04-04
gnvpSTMBuTz0jtPLBvEFsj55/F0=,7008804157570629632,2023-04-04
GqACL+yPwOWEkl4urCv7d+XK6xo=,6985988428874072064,2023-04-04
deL0bwou0X460MHHlvsoRvu0eAs=,6967450622409289728,2023-04-04
BWecyt0KtlKbRXgRySRCP2kDh6U=,6925428601718796288,2023-04-04
Z3w0LTiK6wFMGGT6vOTy1mHWveA=,6982776682931785728,2023-04-04
Xm4jxFiRdDXOSR8vmPKfjYVjVCQ=,6940724551521640448,2023-04-04
4fH4de5EmcnT6KRe5CM+3oVDJLw=,6981591130886848513,2023-04-04
8rXHLA+S6VUs/vezqT/Fd6Pt6Yg=,6959840601009766400,2023-04-04
prpqkrn7N12lB2GKDbtkfJFuKBk=,6955793842990174208,2023-04-04
gO66vY2dIxQd6xy7S388L9RetUc=,6978767396148772865,2023-04-04
mWguolcPJRvImTio2Q5p0m5p5m8=,6983833586873364480,2023-04-04
OFb6MUo6NENOldBq71Q8SPmGd0E=,7009518034621009920,2023-04-04
E6/bAsr9INHV9aGa5LPm+tdFRE8=,6996468422226178048,2023-04-04
gv5dnRU9BN4y/XVJwhdAuUwsA9s=,6948606653835460608,2023-04-04
b3DhPtMbUGZJg3AQ6SuiJu7gBgw=,6945390178924396544,2023-04-04
q4K2/UPLPJqLPqHCiDy1zV/DMMg=,6968582856847601664,2023-04-04
5080V1rHYSTRIOw/WjOBqCshk0Y=,6991730705177202688,2023-04-04
3+9fzEIut3AZmc4o38M86cHcNd4=,6968190516345679872,2023-04-04
vB5KaczkX9vxUzW1+HCAAJL4Py4=,6956273819003076608,2023-04-04
NSzWQneJ/Krr7bgz8XOLyt1OjAE=,6978684972844920832,2023-04-04
trYm4LamQVeEvjzjhUx4dFPgvy8=,6966076350726098944,2023-04-04
/ahoDsjxNIueBIThk+Qx7galLlw=,6986989196833931264,2023-04-04
BP3nrau+MUnpfaPhNMMY15IXrJM=,7009472425717354497,2023-04-04
KzAi8wF6oTmNcbxpiZvM8TWphdc=,6947297521304035328,2023-04-04
jLahMdeLdcXz6tkMmI3j2niEA90=,6958137023828279296,2023-04-04
qBDc0rsgN0MNIbMuZ1bzw2IQdD4=,6974660364139466752,2023-04-04
6nKThS7t0RsjdhlvH10IoiY+2qU=,6929822426537099264,2023-04-04
jYogm3kmAsCV2JSMDqvyC+G0UjE=,6925791020093767680,2023-04-04
/BO4ZuoUq265OdDVOdjNeRxhRr8=,6946069866164473856,2023-04-04
qdQ+tefsnWbyMGTbwDKGpOOuvTo=,6922160648093089792,2023-04-04
p1iIMPjhuRv5YKhIvJVJoaLh8/o=,7003727905872642048,2023-04-04
A4UCI4+r+17qyKu3dON97ItrOC0=,6975825806124056576,2023-04-04
wn+yNVnuQ0IXjH+mmkRhWqBLFbE=,6977658167472074753,2023-04-04
v0GcRNYcaQrkhIaRqicVMZc8GLs=,6989269314101030912,2023-04-04
707VpeW+sRCNGrFnKb7CsAuqDXk=,7005531413550706688,2023-04-04
Sq7fOR4TQdUmik7Fa1bu3lXkD8I=,7003374571605172224,2023-04-04
dOM79J5Okjz3rw4d/1b3DvV/tuI=,6933061271814635521,2023-04-04
50t42g5xXIoTIrR5XC0nrR64e+s=,6963162841604395008,2023-04-04
BownHNztBxFB1KO9JdQ039oGqGg=,6929867746998456321,2023-04-04
qV4J0w+dWI2zrxthmedWAdyF1jI=,7000427962135191552,2023-04-04
HuRG803KcR9/azPPIv7FG6aA/GM=,6940649058105516032,2023-04-04
TKRF+79R/TN/MEkfUfhB4yxrvps=,6920732988380971008,2023-04-04
ynNS+28esoNH+DLpYFY+n872ZmA=,6947527494866546688,2023-04-04
PlCcxQQSO+RxFyQXXPeVmTYXdfs=,6985554838575083520,2023-04-04
oZ1kyyCy8/qhFW3chgIXKrajg90=,6948044967495839744,2023-04-04
gH9s1FlSRFnxQskWt4o3CrrxXuI=,6947171903585349632,2023-04-04
rKpBLdIy74LMVK1AK0IL7Hmpov0=,6962739561932226560,2023-04-04
hOGwyZp6R+MAspDBfqOKGHM28GQ=,6985917257948295168,2023-04-04
Xlz0t5fBSZN/koyLcbY26DBOLg0=,6981357128355635201,2023-04-04
FaE27Up0GW8M8IaXVIA8oLQUaKw=,7006965880609800192,2023-04-04
YMEk6g4aHEspXq3Hw/EG1NsrLfI=,6933386357142679552,2023-04-04
QWMZ1b/9E4FQIEFTixLsbqYn+n8=,6927225589871374336,2023-04-04
IK/UwVlcdb1bxjYpsgWwvtFdg1k=,6974667991238000640,2023-04-04
4gGhAK2VurXU4hyhHf76sfWJY9Y=,6996834046701948928,2023-04-04
Fnbng8Ln0mw0fY6jhTCtWOJmSiE=,6940014787619663872,2023-04-04
q9jc2CKXGLIzJCfChn6yyKy4+rs=,6942139784572112896,2023-04-04
EcCZ3EII9rVNoH45uE5JnXM3xwk=,6954782203935420417,2023-04-04
jfdSX5x6k5P7wmGqFIBDP6bRkvQ=,6985207977846734848,2023-04-04
YzQHgMlZqXc6eOm+z8QYQ7eTjvY=,7004444540858224640,2023-04-04
anphPrtkY3QfptICV0ljgywcb8I=,6963506185027158016,2023-04-04
tmrTNyZlygm8i6dWaqeWp0rb1NI=,6934208889420730368,2023-04-04
m059NqkrcvYpjsbLWGAenmr2D0Q=,7006256803437039616,2023-04-04
vbE5kCd1YV+cme4t8nAxhhJ1FCU=,6980586986608746498,2023-04-04
9KYKeJjwhHX0ZMrOtdhZkh5k/3g=,6999295260514291712,2023-04-04
cgJFeeIJQKku/XfTQ1GL5qGevzM=,6952970257456148480,2023-04-04
+ICmEI5Y2X7DiQzro4ftsmog1E4=,6957756929813159936,2023-04-04
qSgR7gtBU0r1heH22vPqRCjaMlw=,6959984911248236544,2023-04-04
cD7Tln4Uwd3yRn2aO+UiBlqEZKM=,6919992909429637120,2023-04-04
+vJ0/utLHbicqDXM+CYqMHuUSF4=,6943563539110359041,2023-04-04
0C1ma4nnWGOaMH8Xh6gmUBb55Jc=,6948651530866630656,2023-04-04
O47WwiYcNmr83V1utsUpgn+TwkU=,6953360195267829761,2023-04-04
dQ54wXg7NmLKYbF4G/VSaPCszdM=,6927965444217733120,2023-04-04
VlzXNo9dk0mRvPFTv/p+B876cjE=,6935198248206839809,2023-04-04
rFeTOdg12JUbMCNkSCe9IS0IVz0=,6986295062607400960,2023-04-04
PWuFsPBdTtXT0bAQ18KYK822iMU=,7009185466205831171,2023-04-04
ds7ufvN5w8gzNtnzudiodmd22Q8=,7000842231083388928,2023-04-04
epE08mmqiF5OEpNAm+KHSlMtLHI=,6952236938057711616,2023-04-04
8U4/Wngm+lPblqTzu/jY70URkVg=,6954864934446911489,2023-04-04
CWZh/UooypC816NUKs/0bmQXEx4=,6928327853998579714,2023-04-04
L5qb4mIti15lEyws0B+C9WLn4FM=,6995452358587539456,2023-04-04
b0d82bkRhrPej25mjn6kR9RcsQA=,6960640514769506304,2023-04-04
PHurYDyVR2lAIcrE9dGnT2BD0G4=,6993904974162264064,2023-04-04
vTpudpwlLj7NsgoD8iX0yOx8f5g=,6996804115024539648,2023-04-04
KzCpYDPl7hedTR0T4gyEnHecPdw=,6917803466161541120,2023-04-04
ZZgh+bUKHrrKNzucX6lIBTd0Eqg=,6992893048632303616,2023-04-04
vBxuNb2v7TAecSvb8jeOOJCbZuc=,6938505841989877761,2023-04-04
FSXRFas9SQouqf0WhSnG5Dn0Rts=,6945360043080921088,2023-04-04
GlA2GTgCXnWyQtziCAZLkz5HbyQ=,7003374571605172224,2023-04-04
VCAvjCum6ZZdOrQZxQO4Jjy6DiQ=,6972961725671235584,2023-04-04
nFvT++sk1vvs+R11PTJdKw2RR7Q=,7008449174287384577,2023-04-04
MBED4guQRYIjmt2Gn/rQDP5AWBY=,6978337254716952576,2023-04-04
7owXnMmsXrF6BXtUanXN3Bm/MIk=,7008053231318700032,2023-04-04
O0Slcx9vfWotvJTp8AV3tnp7w3s=,6943215646801305600,2023-04-04
D84VsoacqRPyiWyuj7F4TG9Jddg=,6979077267767373824,2023-04-04
Pfumb7HcoPo7ju3rGEcEXydV/wY=,6938548622984683520,2023-04-04
PAcszHPRM4VJ+H4crTaCtQrcm0Y=,6999376847729823744,2023-04-04
srbxraynbmD0uX7jp9pSFxHAp1M=,6924688968454201344,2023-04-04
C2fuTTbutiUwu+86mfE0kdqHlik=,6979107497676550144,2023-04-04
aVheIgWbVfVHet6YDb2j/Ln8TkM=,6950086503028985856,2023-04-04
qNOq+74INmnZG2jB9Qoy5A64rFc=,6973686613897863168,2023-04-04
8EraD1Pa9Wz78sQ0w5Tw0V33HG0=,6951158305352273921,2023-04-04
hJMp6EQOAYOkT9+z2T2JFffIHiY=,7010605265116946432,2023-04-04
DALU/MgKfT5/WkwGmeZbu8E0AZo=,7000820734201643010,2023-04-04
mJxTWNJHp+P6udtkUgvrH3wHc/E=,7000879464242929665,2023-04-04
mE8Vm1S+FA8HyXTyDpPt9mG3Ehk=,6978412698883514368,2023-04-04
Q62zWtjUTj0wXvRbmfP+AoID5g0=,6998661367423524864,2023-04-04
bzOD9oSrzA8kEyv6nd/wpvYchLo=,6981314196634304512,2023-04-04
zl3OJg2Q9rQqeCQUyrN5yTyxLww=,6991081261029085184,2023-04-04
3taldyrlyLHaLabnssjGxCwVr9Y=,6991020848782467073,2023-04-04
Smbps7jYiHZxoWRjN27SMBWs2eA=,6917471425519857664,2023-04-04
eMWCjLFaFYBX76kojD7pJL0nbM4=,7002979962844573696,2023-04-04
utSaARano4tlzZ48WJErEgPkWjQ=,7010574824154570752,2023-04-04
a4e/UIwH209/rXpRMAlO9WCSG3E=,6934503644667031552,2023-04-04
CgTZzBtG4QbeF6aCX4T/aFuLj74=,6950418454428487680,2023-04-04
mR3k7yg9MCnFhmPnfOMZucjslEY=,7009155531185565696,2023-04-04
H89GwXVhwyuV0ggex9t3IOpl414=,6927950437815906304,2023-04-04
CKi8SRxu9o+A8pYNFUqbooAorg0=,6989194071483314176,2023-04-04
6W3oCLwzyzX1qv1CSqF1bJ/XniI=,6946084739611049984,2023-04-04
RPKbzDxTqRRN3Bo6SjlCJndelo8=,6930879798231662593,2023-04-04
Q5TIoHiW2VGdG7W65dyibE9RdZI=,6945367330860265472,2023-04-04
Shn/iJ1c5mY23qD3oHx9uUnpeAw=,6980919252614598656,2023-04-04
8rcU8eUNdaeRTP4aYifI7vEJ4s8=,6990748971845529600,2023-04-04
mWT6Dl8fD9ylRb6wzoQR0Cd8rio=,6919253054185684992,2023-04-04
HeMdIS2I7NuIen84CVcv2k0B5dw=,6944635441832767488,2023-04-04
9BKPdnjA1FbaHXCS+aiBrokfGJU=,6935575448038883328,2023-04-04
DTt+Z/xSfhUs+t4fzCvrDGmb/RU=,6987843476545564672,2023-04-04
y/IdJbClxJT0ENuihKJhqn/UllY=,7006619067973332992,2023-04-04
Goic7dr67g20ht0KvbLn2oVjd24=,7004077960303443968,2023-04-04
rgbj/WQ+Y80rCU/82kgy+LZwB9A=,6935560595014369280,2023-04-04
h/I5SXsv119ZSduPnkDZBm8DSxg=,6945405422115651585,2023-04-04
3oiUGnZ8I9o/OpmAUQChT/IurQw=,6942823315812089856,2023-04-04
ZmHUDVyguyQHlknW8jT/N1deMwE=,6958103927980527616,2023-04-04
JhZtdgzhNTsd+teB67xgHVlDHNk=,6996079256887853057,2023-04-04
rms+DkTVLJ1Z/A6JwJquA6MsV8M=,6920340426348462080,2023-04-04
5bJ898iDdAe34rDEiFZSGNhfAd8=,6981598806429642752,2023-04-04
6YPGODnBPm+UCN/exX+phHTDQt0=,6967858339967905793,2023-04-04
kgegOWDWlUZC9xLW5EYNzr3H4Pw=,6966468886472921091,2023-04-04
8xkSKzVpgVIW/fC9VgRRtt7mEYk=,6993632961015291904,2023-04-04
aLD2I/wnJqHn80V+DWe9+11UjTo=,6929475101813854208,2023-04-04
BuiwL+92zPqLoObFHwnWVxYxwJk=,6952985877539143680,2023-04-04
dsJ/XECksiU3SpG5LnT0uUPR4NM=,6920355456003497984,2023-04-04
H1GBYZzkAplYWNnaWRi510F8lto=,6947564570219597824,2023-04-04
fmArzM/OG4RhFeuvUInv+tIUWCw=,7009472425717354497,2023-04-04
noY5EG3NDV73NOXyVqR9MBy014k=,6974660364139466752,2023-04-04
49JE4jl+mBvZFUiJOCqj+YL169c=,6948651530866630656,2023-04-04
tlcxvXogcwnUDeKGZLjnnu8fNq4=,6978069067085594624,2023-04-04
yRGdL6Hq1xpb2uC5A/AysV8//gQ=,6955144593097068545,2023-04-04
Kto/XLensK+w5qNu+dFRF/lxEis=,6919645793926680576,2023-04-04
rzypKbO5s3kxpXcgLXxY0rsWswc=,6941011402463604737,2023-04-04
awae/jxVy2XeyKkFPHQEP39Ykso=,6962769951896068096,2023-04-04
K+OI4El2M1+8s4NYQZyP8FsEx1s=,6922861771477143552,2023-04-04
2oMzg0aPDI2S4bLk/zS2AiRLBas=,6999302759699136513,2023-04-04
F58JYJthRonCxNEFdj5SIKhuL1I=,6939939451506749440,2023-04-04
rkI3IxWH2k/RSt30JZtosbhdT98=,6982655829908811776,2023-04-04
BoAlXXBPJjOSB20DKTrYweXO/tg=,6983372835041808384,2023-04-04
90LO6kqqG5b/t/nFgk1vRaQRvLE=,6950463576759312385,2023-04-04
nQ+7rczT+ZW5N/BZMf6i4yPTZ08=,6920392738441973760,2023-04-04
bF/WkjiC7X4bgneOVDfrIvj0PXE=,6983372835041808384,2023-04-04
TXvIGM5MTlJC/FhetqqKPs7D/5k=,6989209043416334336,2023-04-04
+wAj7i2CogWHbUoVkcRRMYB/G3A=,6920702700862992384,2023-04-04
+lAIk6tc2VkdomeC2yRo5Id0RCI=,6917803466161541120,2023-04-04
byx6+IyrWWFEDo2DsaRXw4ffTfU=,6924703817255063553,2023-04-04
ITUSrXjXjoJKSgZZww6zyFtnyNE=,6962392395892097024,2023-04-04
A3kwM05XhkemlOGvZFzY59DeD1Q=,6931970463195701248,2023-04-04
HOAI6yfdQ5P6Rc6/qp2avPYf4C0=,6943185802000551937,2023-04-04
EQQuStZZvABu3V64Wg7x62nF/oc=,6992893048632303616,2023-04-04
//5S9Qws3Um8HnsrQmf9hchkENs=,6973618526355931136,2023-04-04
eZK23Bw/ZMTu6Fzx1W5Vj9WvYi0=,6942517422033690624,2023-04-04
QKicwVP3ViEeYW/3AsiZ6bNLHu0=,6982655829908811776,2023-04-04
Jdpqu5XJA0QdCRSqna97kbXGhZY=,6944997475699081216,2023-04-04
ly5phWT/aXPPgCRBYHbhFOfR9K4=,6984105349670723584,2023-04-04
4ExNy2e6GVPoLTp9dEfktSkzV6g=,6934473518592008192,2023-04-04
iQhSgHHMjLINz+yA+BxiEU7mRaE=,6937791170928353280,2023-04-04
OugURhMJAbxyyJANucdjosXzE5w=,7008415560778625024,2023-04-04
3Hh434yEWcSr4j1L7Nj6RKUOFPA=,6961290245808013312,2023-04-04
ZLawnXFOHqfmA6LvwjQqWAMy6AI=,6922861771477143552,2023-04-04
MSFOAaEgZ5haeZVFHvnQyCr+/O0=,6973369392281632768,2023-04-04
d0sBvnRlgJBuMbf5+k/7qdROz+Y=,6962769951896068096,2023-04-04
+BXrPSaLSEAesr0gcNKyI9qdono=,6931951652379799552,2023-04-04
PDHrzPJyq9bRBB5LA6R1T4fIdxQ=,6948275112957673472,2023-04-04
VOm79goGEOd1byghxvFXZMMUH40=,6974282904331853824,2023-04-04
P8aiN4Qg0AlidnRmF/1i7QhIsKk=,6937735111761149952,2023-04-04
JCka4Ki6g1n/ZPMf6o4xWMREttU=,6980496704164810752,2023-04-04
d7MEOoz6JLWi3Awi0EB4RJICzRU=,6990733902357172224,2023-04-04
PC77bSHi4TnAJfB27GJdUaIkXlg=,6988144081524707328,2023-04-04
LgxY6gc/nRi8Gdha5/niQAVV9e4=,6917169049000910849,2023-04-04
jhWGMxcco+eAburpPhFSe9cnDKw=,6942929014332260352,2023-04-04
f853R4TZIVfVqdCOqmjF8NLHg74=,6971143438268317696,2023-04-04
ZOjkx4h7ezgDoNJACXRji89nGqA=,6939561826078642176,2023-04-04
BNXzuJEDfQ5pF76CBB+i/M+Xh4o=,7008474870942490625,2023-04-04
Q3LaZ+IgXsijMl53U1aBB2rDY50=,6974290444931280896,2023-04-04
K2GVevdlpNg9MQBciTgOqOxnfsY=,6950780711750557696,2023-04-04
ULDU5IB4T8/r3SrAb2HL3VeYo4g=,6965679128175943681,2023-04-04
9XiIQSW0kiM/urttZUDyYsL09r0=,6930546682304610304,2023-04-04
16Glb0f9bvR7UsDgfhV/baSOMCM=,7009147676772511744,2023-04-04
4h6wS6A83kde8VUVM+TGUBlb1bI=,6950463576759312385,2023-04-04
lIReC0X5rvjos541BkhQTmupVuU=,7004133265146032128,2023-04-04
S096SXASC2shr6mh3NJKzCvOXKQ=,6983396074942083072,2023-04-04
iJirgGdj7A2YFngtDYd1qP5lM9I=,6983758234801106944,2023-04-04
dvxfjHCR6myJIymjZG4rpY4gvaY=,6983010355304169474,2023-04-04
Cog6zNgFiLiKSU9it4E8pIYT5/4=,6960263052109783040,2023-04-04
pkZ+0+JlGEGCDd7x5OVgRMpZ/Ao=,6991019955748036608,2023-04-04
fNL8sQrCy56Hp40c2tpq35HS0fw=,6976516807377502208,2023-04-04
G1j/whepjsfX8dmF6GM5Ch20aPY=,6953688308749144064,2023-04-04
+gI4vM6dq5kWJF/BZ8vTn28+Ml8=,6952592836898811904,2023-04-04
